market,ticker,dividendYield
KR,0040Y0,26.28
KR,489030,23.31
KR,0040X0,21.36
KR,494300,17.51
KR,490600,17.02
KR,491620,16.46
KR,475080,15.29
KR,498410,14.95
KR,0013R0,14.9
KR,0018C0,14.82
KR,490590,14.06
KR,480030,13.7
KR,473330,13.37
KR,476550,13.28
KR,481060,13.23
KR,0005A0,13.21
KR,480020,13.14
KR,494420,12.96
KR,493810,12.91
KR,483280,12.63
KR,486290,12.55
KR,475720,12.32
KR,290080,11.73
KR,472830,11.4
KR,0000D0,11.34
KR,472150,11.27
KR,441680,10.95
KR,494210,10.53
KR,0008S0,10.48
KR,483290,10.42
KR,498400,9.51
KR,0073X0,9.47
KR,329200,9.26
KR,480040,9.08
KR,458760,9.05
KR,0132K0,9.01
KR,474220,8.74
KR,482730,8.69
KR,476800,8.54
KR,441640,8.48
KR,491630,8.14
KR,0094M0,7.88
KR,472920,7.47
KR,0094L0,7.34
KR,429740,7.2
KR,289480,6.83
KR,455660,6.74
KR,352540,6.44
KR,460960,6.39
KR,276970,6.37
KR,468380,6.2
KR,341850,6.13
KR,480460,6.09
KR,354240,6.09
KR,0049M0,5.74
KR,458750,5.41
KR,0128D0,5.4
KR,487950,5.13
KR,484790,5.1
KR,0104P0,5.1
KR,316300,5.09
KR,458260,4.94
KR,476850,4.65
KR,437080,4.51
KR,481340,4.49
KR,441800,4.4
KR,0036D0,4.39
KR,104530,4.28
KR,0086B0,4.24
KR,385560,4.23
KR,0138T0,4.21
KR,332620,4.07
KR,447430,4.01
KR,468630,4.01
KR,453850,3.97
KR,322410,3.96
KR,167860,3.9
KR,497780,3.81
KR,217780,3.8
KR,476760,3.73
KR,0048J0,3.71
KR,251590,3.69
KR,498180,3.57
KR,148070,3.57
KR,250730,3.55
KR,279530,3.54
KR,464240,3.52
KR,0022T0,3.48
KR,181480,3.46
KR,251600,3.44
KR,161510,3.43
KR,352560,3.42
KR,466940,3.41
KR,332610,3.37
KR,166400,3.37
KR,475380,3.36
KR,440340,3.35
KR,438570,3.33
KR,140700,3.32
KR,461500,3.32
KR,484880,3.31
KR,0004G0,3.3
KR,245350,3.29
KR,091170,3.28
KR,236350,3.24
KR,365780,3.23
KR,498860,3.23
KR,0046A0,3.22
KR,472870,3.21
KR,437070,3.2
KR,468370,3.18
KR,336160,3.13
KR,476750,3.13
KR,182480,3.13
KR,465620,3.07
KR,0000Y0,3.07
KR,0052D0,3.06
KR,117690,3.04
KR,454780,3.02
KR,497880,3
KR,130730,2.97
KR,440650,2.93
KR,452360,2.89
KR,091220,2.88
KR,379790,2.88
KR,114100,2.87
KR,455030,2.86
KR,122260,2.85
KR,0105E0,2.84
KR,174350,2.83
KR,099140,2.83
KR,460660,2.79
KR,136340,2.78
KR,465780,2.78
KR,476450,2.78
KR,471460,2.76
KR,402970,2.74
KR,499660,2.73
KR,490490,2.73
KR,105010,2.73
KR,481050,2.72
KR,446720,2.72
KR,245360,2.71
KR,114460,2.7
KR,419890,2.68
KR,458730,2.67
KR,114820,2.67
KR,211900,2.65
KR,192720,2.64
KR,0144L0,2.6
KR,489250,2.6
KR,190620,2.55
KR,465350,2.54
KR,438560,2.53
KR,114470,2.52
KR,281990,2.52
KR,210780,2.49
KR,0085N0,2.47
KR,284980,2.46
KR,493420,2.44
KR,267440,2.44
KR,225030,2.43
KR,461600,2.41
KR,0091C0,2.4
KR,0104N0,2.38
KR,321410,2.38
KR,211560,2.37
KR,269530,2.36
KR,0015F0,2.35
KR,474800,2.34
KR,0085P0,2.34
KR,464470,2.32
KR,454180,2.29
KR,139270,2.27
KR,0098N0,2.27
KR,483030,2.25
KR,244670,2.25
KR,436140,2.23
KR,117680,2.21
KR,438080,2.2
KR,0086C0,2.2
KR,463640,2.2
KR,0015E0,2.2
KR,192090,2.18
KR,497510,2.17
KR,310080,2.15
KR,453630,2.14
KR,474390,2.11
KR,237370,2.09
KR,452250,2.05
KR,437350,2.04
KR,168580,1.99
KR,270800,1.99
KR,459580,1.98
KR,269370,1.97
KR,437370,1.97
KR,266550,1.95
KR,266160,1.95
KR,277540,1.94
KR,292560,1.94
KR,153130,1.92
KR,429000,1.92
KR,214980,1.92
KR,423160,1.92
KR,457700,1.91
KR,445910,1.87
KR,0013P0,1.87
KR,273140,1.85
KR,325020,1.85
KR,283580,1.85
KR,0049K0,1.85
KR,465670,1.83
KR,267490,1.83
KR,291680,1.83
KR,439870,1.82
KR,244660,1.81
KR,385550,1.81
KR,473290,1.8
KR,334700,1.8
KR,0036Z0,1.79
KR,373790,1.78
KR,491510,1.77
KR,0089D0,1.77
KR,139290,1.76
KR,329650,1.75
KR,438100,1.73
KR,433970,1.71
KR,439860,1.71
KR,091180,1.71
KR,0097L0,1.69
KR,463290,1.68
KR,363570,1.66
KR,438330,1.64
KR,0089C0,1.64
KR,0005C0,1.63
KR,217770,1.63
KR,457690,1.62
KR,476690,1.62
KR,456250,1.61
KR,225050,1.59
KR,215620,1.58
KR,469830,1.58
KR,267450,1.57
KR,101280,1.57
KR,0107F0,1.57
KR,448330,1.57
KR,273130,1.56
KR,477730,1.55
KR,473440,1.55
KR,0007F0,1.55
KR,471230,1.55
KR,241390,1.53
KR,379800,1.52
KR,261140,1.52
KR,315270,1.52
KR,451530,1.52
KR,489860,1.52
KR,266410,1.51
KR,140710,1.51
KR,227560,1.5
KR,461270,1.49
KR,457480,1.49
KR,492500,1.48
KR,104520,1.48
KR,0115C0,1.48
KR,476310,1.47
KR,440640,1.46
KR,451600,1.45
KR,329660,1.44
KR,488770,1.43
KR,252000,1.43
KR,228800,1.43
KR,139240,1.42
KR,496020,1.42
KR,451670,1.42
KR,280320,1.41
KR,227570,1.4
KR,276650,1.4
KR,455890,1.39
KR,426150,1.38
KR,138530,1.37
KR,157500,1.37
KR,463300,1.36
KR,375270,1.36
KR,451000,1.36
KR,433980,1.35
KR,278620,1.35
KR,261920,1.35
KR,481430,1.34
KR,453810,1.34
KR,102970,1.33
KR,453640,1.33
KR,0016X0,1.32
KR,461460,1.32
KR,114260,1.32
KR,451540,1.32
KR,487340,1.31
KR,488480,1.31
KR,477050,1.3
KR,261110,1.3
KR,488500,1.3
KR,329670,1.3
KR,272560,1.29
KR,282000,1.29
KR,272570,1.29
KR,435530,1.29
KR,484890,1.28
KR,0080X0,1.28
KR,411860,1.28
KR,356540,1.28
KR,363510,1.28
KR,494330,1.27
KR,237440,1.27
KR,475260,1.26
KR,472720,1.26
KR,308620,1.26
KR,261120,1.26
KR,0153P0,1.26
KR,196230,1.26
KR,139280,1.25
KR,0052T0,1.23
KR,307510,1.23
KR,252650,1.22
KR,0067V0,1.22
KR,291130,1.21
KR,0061Z0,1.21
KR,279540,1.21
KR,0046Y0,1.21
KR,223190,1.21
KR,488720,1.21
KR,491230,1.2
KR,475280,1.2
KR,245340,1.2
KR,453650,1.2
KR,498610,1.2
KR,459750,1.19
KR,489000,1.19
KR,226980,1.18
KR,138540,1.18
KR,438900,1.18
KR,430500,1.17
KR,307520,1.17
KR,239660,1.17
KR,295020,1.17
KR,251350,1.16
KR,496130,1.16
KR,475270,1.15
KR,152380,1.15
KR,131890,1.15
KR,272910,1.14
KR,396510,1.14
KR,0050E0,1.13
KR,449780,1.13
KR,0017Y0,1.13
KR,145850,1.12
KR,0060H0,1.12
KR,449770,1.11
KR,226380,1.11
KR,244620,1.11
KR,385540,1.11
KR,0025N0,1.11
KR,458030,1.11
KR,447770,1.1
KR,399580,1.09
KR,266390,1.09
KR,483240,1.09
KR,476070,1.09
KR,284430,1.09
KR,480260,1.09
KR,322400,1.09
KR,292770,1.08
KR,494840,1.08
KR,298340,1.08
KR,0139P0,1.06
KR,434060,1.05
KR,495230,1.04
KR,391670,1.04
KR,435540,1.04
KR,280920,1.03
KR,435550,1.03
KR,143850,1.03
KR,302190,1.03
KR,453010,1.03
KR,150460,1.02
KR,138230,1.02
KR,428560,1.01
KR,157450,1.01
KR,227550,1.01
KR,453330,1.01
KR,319640,1.01
KR,453870,1.01
KR,139250,1
KR,379780,1
KR,105190,1
KR,475350,1
KR,371460,1
KR,453820,0.99
KR,0152E0,0.99
KR,304670,0.99
KR,371160,0.99
KR,499150,0.98
KR,302450,0.97
KR,174360,0.97
KR,241180,0.96
KR,326230,0.96
KR,411540,0.96
KR,395170,0.95
KR,0057H0,0.95
KR,337150,0.95
KR,176950,0.95
KR,275290,0.95
KR,400580,0.95
KR,448490,0.94
KR,314700,0.94
KR,213630,0.94
KR,225130,0.94
KR,360750,0.94
KR,289670,0.93
KR,466930,0.92
KR,465610,0.92
KR,448290,0.92
KR,309230,0.91
KR,449580,0.9
KR,495330,0.9
KR,388280,0.9
KR,137610,0.89
KR,108590,0.89
KR,169950,0.89
KR,449180,0.89
KR,147970,0.89
KR,183700,0.89
KR,225800,0.89
KR,469170,0.88
KR,372330,0.88
KR,435420,0.87
KR,261240,0.87
KR,413220,0.87
KR,448540,0.86
KR,269540,0.86
KR,277650,0.86
KR,479080,0.85
KR,442550,0.85
KR,360200,0.85
KR,495850,0.85
KR,495710,0.84
KR,069660,0.84
KR,371150,0.82
KR,496120,0.82
KR,438320,0.82
KR,253290,0.81
KR,496090,0.81
KR,0084D0,0.81
KR,429760,0.8
KR,469160,0.8
KR,435040,0.8
KR,0153X0,0.8
KR,238670,0.79
KR,225040,0.78
KR,479730,0.78
KR,433330,0.78
KR,399110,0.78
KR,229720,0.77
KR,272580,0.77
KR,385520,0.77
KR,418660,0.77
KR,456680,0.76
KR,219480,0.76
KR,0099L0,0.75
KR,379810,0.75
KR,0084E0,0.75
KR,495050,0.75
KR,0026S0,0.75
KR,329750,0.75
KR,461910,0.74
KR,495750,0.74
KR,153270,0.74
KR,0052S0,0.73
KR,148020,0.73
KR,337120,0.73
KR,371470,0.73
KR,434960,0.73
KR,213610,0.72
KR,453660,0.72
KR,152100,0.72
KR,256440,0.72
KR,442560,0.72
KR,491610,0.71
KR,102110,0.71
KR,496080,0.71
KR,497520,0.71
KR,407310,0.71
KR,261250,0.71
KR,225060,0.71
KR,394660,0.7
KR,0043B0,0.7
KR,422260,0.7
KR,472840,0.7
KR,117700,0.7
KR,226490,0.7
KR,304940,0.7
KR,385590,0.69
KR,404650,0.69
KR,227830,0.69
KR,415760,0.69
KR,404260,0.69
KR,0092C0,0.68
KR,292150,0.68
KR,234310,0.68
KR,305050,0.68
KR,494890,0.68
KR,495040,0.67
KR,295000,0.67
KR,100910,0.67
KR,238720,0.67
KR,069500,0.67
KR,464930,0.67
KR,0026E0,0.67
KR,407300,0.66
KR,219900,0.66
KR,117460,0.66
KR,463690,0.66
KR,461490,0.66
KR,289040,0.66
KR,277630,0.66
KR,204480,0.66
KR,432840,0.66
KR,228820,0.65
KR,447660,0.65
KR,0015K0,0.65
KR,375770,0.65
KR,102780,0.64
KR,442260,0.64
KR,292190,0.64
KR,293180,0.63
KR,451060,0.63
KR,337140,0.63
KR,337160,0.62
KR,152870,0.62
KR,108450,0.62
KR,140950,0.62
KR,156080,0.62
KR,237350,0.62
KR,449170,0.61
KR,0021D0,0.61
KR,376410,0.61
KR,491700,0.61
KR,0082V0,0.61
KR,334690,0.6
KR,0000H0,0.6
KR,409820,0.59
KR,266360,0.59
KR,397420,0.59
KR,122090,0.59
KR,275980,0.59
KR,138520,0.59
KR,292160,0.59
KR,292050,0.59
KR,373490,0.59
KR,0127T0,0.58
KR,475630,0.57
KR,442570,0.57
KR,275300,0.57
KR,364690,0.57
KR,140580,0.56
KR,275280,0.56
KR,452440,0.56
KR,304760,0.56
KR,479520,0.55
KR,494410,0.55
KR,448100,0.55
KR,453080,0.55
KR,375760,0.55
KR,0089B0,0.55
KR,471760,0.54
KR,183710,0.54
KR,298770,0.53
KR,429010,0.53
KR,133690,0.53
KR,458250,0.53
KR,139220,0.53
KR,433880,0.53
KR,0153K0,0.52
KR,300950,0.52
KR,228790,0.51
KR,464310,0.51
KR,0041E0,0.51
KR,290130,0.51
KR,465660,0.51
KR,132030,0.51
KR,291890,0.51
KR,159800,0.5
KR,445150,0.5
KR,0119H0,0.5
KR,292500,0.5
KR,381560,0.5
KR,285690,0.49
KR,196030,0.49
KR,203780,0.49
KR,404540,0.49
KR,417630,0.49
KR,157490,0.49
KR,464920,0.49
KR,261060,0.49
KR,305080,0.48
KR,368590,0.48
KR,469790,0.47
KR,390400,0.47
KR,448300,0.47
KR,449190,0.47
KR,401470,0.47
KR,277640,0.46
KR,0103T0,0.44
KR,367380,0.43
KR,417450,0.43
KR,0127V0,0.43
KR,461950,0.42
KR,463680,0.42
KR,483330,0.41
KR,469050,0.41
KR,139230,0.41
KR,105780,0.41
KR,305720,0.41
KR,391600,0.41
KR,300640,0.4
KR,0028X0,0.4
KR,414270,0.4
KR,459560,0.4
KR,402460,0.4
KR,476030,0.39
KR,243890,0.39
KR,385510,0.38
KR,289250,0.38
KR,368680,0.38
KR,0048K0,0.38
KR,371450,0.38
KR,486830,0.38
KR,445290,0.37
KR,491090,0.37
KR,469060,0.36
KR,0035T0,0.36
KR,478150,0.36
KR,0111J0,0.35
KR,446770,0.35
KR,412560,0.35
KR,130680,0.35
KR,441540,0.35
KR,494670,0.35
KR,472170,0.35
KR,387270,0.35
KR,152500,0.34
KR,182490,0.33
KR,459790,0.33
KR,473460,0.33
KR,395150,0.33
KR,278240,0.33
KR,0021E0,0.33
KR,471990,0.33
KR,390390,0.33
KR,227540,0.32
KR,0047A0,0.32
KR,144600,0.32
KR,485810,0.32
KR,488290,0.31
KR,367740,0.31
KR,364980,0.31
KR,325010,0.31
KR,429980,0.31
KR,102960,0.31
KR,483340,0.3
KR,453950,0.3
KR,139320,0.29
KR,253150,0.29
KR,395160,0.28
KR,139260,0.28
KR,421320,0.28
KR,380340,0.28
KR,245710,0.28
KR,367770,0.28
KR,485540,0.28
KR,446690,0.27
KR,381180,0.27
KR,248270,0.27
KR,0079X0,0.27
KR,497570,0.27
KR,433500,0.27
KR,0053L0,0.27
KR,091160,0.27
KR,0122W0,0.27
KR,444490,0.26
KR,0023B0,0.26
KR,412770,0.26
KR,140570,0.26
KR,401590,0.26
KR,476260,0.26
KR,0007G0,0.26
KR,0127M0,0.26
KR,461450,0.26
KR,266370,0.26
KR,0069M0,0.26
KR,424460,0.25
KR,371870,0.25
KR,0104H0,0.25
KR,091230,0.25
KR,280930,0.25
KR,314250,0.25
KR,0111P0,0.25
KR,395280,0.25
KR,486450,0.24
KR,0113P0,0.24
KR,454320,0.24
KR,261070,0.24
KR,252400,0.24
KR,480310,0.24
KR,300610,0.24
KR,0021C0,0.24
KR,473640,0.24
KR,498270,0.23
KR,434730,0.23
KR,472160,0.23
KR,0047R0,0.23
KR,267770,0.22
KR,138920,0.22
KR,253250,0.22
KR,0018Z0,0.22
KR,229200,0.22
KR,381170,0.22
KR,287180,0.22
KR,491830,0.22
KR,400970,0.22
KR,0047N0,0.22
KR,0047P0,0.22
KR,487240,0.22
KR,479850,0.22
KR,412570,0.22
KR,473490,0.22
KR,418670,0.21
KR,266420,0.21
KR,457990,0.21
KR,490090,0.21
KR,289260,0.21
KR,483020,0.21
KR,483320,0.21
KR,365000,0.21
KR,465580,0.21
KR,464600,0.2
KR,385600,0.2
KR,354500,0.2
KR,444200,0.2
KR,438740,0.2
KR,419420,0.2
KR,432600,0.2
KR,442580,0.19
KR,487230,0.19
KR,469150,0.19
KR,0093B0,0.19
KR,485690,0.19
KR,489010,0.19
KR,486240,0.18
KR,195930,0.18
KR,488210,0.18
KR,448570,0.18
KR,364990,0.18
KR,123320,0.18
KR,483420,0.18
KR,491820,0.17
KR,232080,0.17
KR,0038A0,0.17
KR,0065G0,0.17
KR,395750,0.17
KR,442320,0.17
KR,496770,0.17
KR,0051G0,0.17
KR,479620,0.17
KR,440910,0.16
KR,395760,0.16
KR,0000J0,0.16
KR,464610,0.16
KR,475300,0.16
KR,396500,0.16
KR,426020,0.15
KR,0041D0,0.15
KR,396520,0.15
KR,395270,0.15
KR,377990,0.15
KR,195920,0.15
KR,233160,0.15
KR,422420,0.15
KR,269420,0.15
KR,461580,0.15
KR,0019K0,0.15
KR,494180,0.15
KR,481180,0.14
KR,490480,0.14
KR,381570,0.14
KR,388420,0.14
KR,360140,0.14
KR,449450,0.14
KR,423170,0.14
KR,244580,0.13
KR,481190,0.13
KR,364960,0.13
KR,466950,0.13
KR,364970,0.13
KR,253280,0.13
KR,401170,0.13
KR,482030,0.13
KR,0113D0,0.13
KR,495940,0.12
KR,228810,0.12
KR,461340,0.12
KR,414780,0.12
KR,423920,0.12
KR,0005G0,0.12
KR,0083S0,0.12
KR,326240,0.12
KR,0137W0,0.12
KR,0008T0,0.11
KR,0082F0,0.11
KR,357870,0.11
KR,276000,0.11
KR,403790,0.11
KR,494340,0.11
KR,466920,0.11
KR,446700,0.11
KR,316670,0.1
KR,411420,0.1
KR,0094X0,0.1
KR,450910,0.1
KR,0036R0,0.09
KR,473590,0.09
KR,0102X0,0.09
KR,0067Y0,0.09
KR,488200,0.09
KR,419650,0.09
KR,0001P0,0.09
KR,0102A0,0.08
KR,367760,0.08
KR,0114X0,0.08
KR,427120,0.08
KR,0137V0,0.08
KR,0090B0,0.08
KR,243880,0.08
KR,0080Y0,0.08
KR,304770,0.08
KR,455850,0.07
KR,475310,0.07
KR,0087F0,0.07
KR,455860,0.07
KR,394670,0.07
KR,462010,0.07
KR,465330,0.07
KR,448630,0.07
KR,205720,0.06
KR,407820,0.06
KR,456610,0.06
KR,0078V0,0.06
KR,491010,0.06
KR,428510,0.06
KR,0005D0,0.06
KR,475050,0.06
KR,0023A0,0.05
KR,447620,0.05
KR,426030,0.05
KR,416090,0.05
KR,270810,0.05
KR,415920,0.05
KR,301400,0.05
KR,0123G0,0.05
KR,0040S0,0.04
KR,456600,0.04
KR,0008E0,0.04
KR,305540,0.04
KR,449680,0.04
KR,461900,0.04
KR,0141T0,0.04
KR,0105D0,0.04
KR,0132H0,0.04
KR,487920,0.03
KR,0043Y0,0.03
KR,487910,0.03
KR,195980,0.03
KR,463250,0.03
KR,387280,0.03
KR,469070,0.03
KR,195970,0.03
KR,0113G0,0.03
KR,0118Z0,0.03
KR,220130,0.03
KR,256450,0.03
KR,0092B0,0.02
KR,354350,0.02
KR,456200,0.02
KR,449690,0.02
KR,143860,0.02
KR,0118S0,0.02
KR,0066W0,0.02
KR,189400,0.02
KR,0138Y0,0.02
KR,0127P0,0.02
KR,477080,0.02
KR,0000Z0,0.01
KR,458210,0.01
KR,0142D0,0.01
KR,400590,0.01
KR,219390,0.01
KR,0093A0,0.01
KR,365040,0.01
KR,471780,0.01
KR,265690,0.01
KR,160580,0.01
KR,0131A0,0.01
KR,453060,0.01
KR,200250,0.01
KR,0141S0,0.01
KR,455960,0.01
KR,456880,0.01
KR,488080,0.01
KR,460270,0.01
KR,0072R0,0.01
KR,0127R0,0.01
KR,0101N0,0
KR,411060,0
